identifier,creator,title,publisher,date,bibliographicCitation,description
william-burroughs-el-hombre-i-1,Barry Miles,William Burroughs: El Hombre Invisible,New York: Hyperion,1993,schottlaender/4.0/H32b,First American edition.
the-junky-s-christmas-and-othe-1,Elisa Segrave,The Junky's Christmas And Other Yuletide Stories,London: Serpent's Tail Publishing,1994,,"Contains ""The Junky's Christmas"" by Burroughs."
photos-and-remembering-jack-ke-1,William S. Burroughs,Photos and Remembering Jack Kerouac,"Louisville, KY: White Fields Press",1994,schottlaender/4.0/A69,"First. Signed by Burroughs, lettered F of 26."
remembering-jack-kerouac-1,William S. Burroughs,Remembering Jack Kerouac,"Louisville, KY: White Fields Press",1994,schottlaender/4.0/A70,"First. Signed by Burroughs, numbered 10 of 49."
a-william-burroughs-birthday-b-1,Paul Cecil,A William Burroughs Birthday Book,London: Temple Press,1994,schottlaender/4.0/G17,First. In stapled wrappers.
ghost-of-chance-2,William S. Burroughs,Ghost of Chance,New York: High Risk Books,1995,schottlaender/4.0/A65b,First trade edition.
junky-queer-naked-lunch-1,William S. Burroughs,Junky; Queer; Naked Lunch,New York: Quality Paperbook Book Club,1995,schottlaender/4.0/A72,Softbound.
my-education-a-book-of-dreams-1,William S. Burroughs,My Education: A Book of Dreams,"New York: Viking Press, Inc.",1995,schottlaender/4.0/A73a,First edition.
pantopon-rose-1,William S. Burroughs,Pantopon Rose,"Charleston, WV: Parchment Gallery Graphics",1995,schottlaender/4.0/A74,"First. Signed and numbered by Burroughs, number 40 of 60."
report-of-the-death-of-an-amer-1,Water Row Books,"Report of the Death of an American Citizen ... Mexico, D.F., Mexico, September 24, 1951 ...Joan Vollmer Burroughs .../","Marlborough, MA: Water Row Books",1995,schottlaender/4.0/G1,"First. Broadside, numbered 68 of 100."
venus-bound-the-erotic-voyage-1,John de St. Jorre,Venus Bound: The Erotic Voyage of the Olympia Press and Its Writers.,New York: Random House,1996,,First.
the-beat-book-1,Anne Waldman,The Beat Book,"Boston, MA: Shambhala Publications",1996,,First. Edited by Anne Waldman. Contains seven selected writings by Burroughs.
essais-tome-i-2,William S. Burroughs,Essais - Tome I,Paris: Christian Bourgois Éditeur,1996,schottlaender/4.0/A49,Second. Volume 1 of 2.
concrete-and-buckshot-william-1,"William S. Burroughs, Timothy Leary, Benjamin Weissman","Concrete and Buckshot: William S. Burroughs, Paintings 1987 - 1996",Los Angeles: Smart Art Press,1996,schottlaender/4.0/B22a,First.
ports-of-entry-williams-burro-1,Robert A. Sobieszek,Ports of Entry: Williams Burroughs and the Arts,"Los Angeles, CA: Los Angeles County Museum of Art ",1996,schottlaender/4.0/B23a,First. Produced for a 1996 exhibition at LACMA.
ports-of-entry-williams-burro-2,Robert A. Sobieszek,Ports of Entry: Williams Burroughs and the Arts,"Los Angeles, CA: Los Angeles County Museum of Art ",1996,schottlaender/4.0/B23a,First. Produced for a 1996 exhibition at LACMA. Mint in original shrinkwrap.
funeral-card-1,,Funeral Card,,1997,schottlaender/4.0/G97,"Item from Schottlaender G97. The funeral card from the memorial service held in Lawrence, KS on August 6th, 1997."
word-virus-the-william-burrou-1,William S. Burroughs,Word Virus: The William Burroughs Reader,New York: Grove Press,1998,schottlaender/4.0/A76a,First.
word-virus-the-william-burrou-2,William S. Burroughs,Word Virus: The William Burroughs Reader,New York: Grove Press,1998,schottlaender/4.0/A76a,First.
paradise-outlaws-1,"John Tytell, Mellon",Paradise Outlaws,"New York: WIlliam Morrow & Company, Inc.",1999,,First. Price sticker on front of dust jacket.
in-search-of-yage-1,"James Musser, Johnny Brewton",In Search of Yage,"Forest Knolls, CA: Skyline Books",1999,schottlaender/4.0/A77,"First. Per James Musser: ""Contains three original b&w photographs of William Burroughs in the Amazon jungle in the 1950s. The photographs were taken by an unknown person who accompanied Burroughs on his South American expedition to research the use of yage by local curanderos, a journey chronicled in The Yage Letters. They show Burroughs in his pith helmet and safari clothes, in one photo wielding a machete, in another posing with a long rifle, and in the third he's standing with two native children. The 5"" x 7"" photographs are corner-mounted on paper that simulates the bark of the Banisteria caapi vine. The pages are bound into covers of richly textured, sumptuous hand-made paper bound at the spine with brass screws. The booklet was designed and hand-assembled by Johnny Brewton of X-Ray Book Co. in an edition limited to only 26 lettered copies. The photographs, two of which are previously unpublished, were reproduced from the original negatives and are the only prints to be made from these negatives. This first publication from Skyline Books is a nice companion to The Yage Letters, providing an intriguing look at William Burroughs as explorer and ethnobotanist. As new.""  Lettered R of 26."
the-best-of-william-burroughs-1,William S. Burroughs,The Best of William Burroughs,New York: Giorno Poetry Systems,1999,schottlaender/4.0/E3,Contains booklet.
william-s-burroughs-time-pl-1,"Eric C. Shoaf, Robert H. Jackson","William S. Burroughs: Time, Place, Word","Providence, R.I.: Friends of the Library, Brown University",2000,schottlaender/4.0/G77,First. Edited by Eric C. Shoaf and Robert H. Jackson.
last-words-the-final-journals-1,William S. Burroughs,Last Words: The Final Journals of William S. Burroughs,"New York: Grove Press, Inc.",2000,schottlaender/4.0/H10a,First.
last-words-the-final-journals-2,William S. Burroughs,Last Words: The Final Journals of William S. Burroughs,"New York: Grove Press, Inc.",2000,schottlaender/4.0/H10a,First.
collecting-william-s-burrough-1,Eric C. Shoaf,Collecting William S. Burroughs in Print: A Checklist,"Rumford, RI: Rock n' Roll Research Press",2000,schottlaender/4.0/I11a,"First. Compiled by Eric C. Shoaf. Signed by Shoaf, letter Z of 26 lettered copies."
collecting-william-s-burrough-2,Eric C. Shoaf,Collecting William S. Burroughs in Print: A Checklist,"Rumford, RI: Rock n' Roll Research Press",2000,schottlaender/4.0/I11a,"First. Compiled by Eric C. Shoaf. Signed by Shoaf, number 40 of 174 numbered copies."
words-of-advice-for-young-peop-1,William S. Burroughs,Words of Advice for Young People,"Encinitas, CA: FreeThought Publications",2001,schottlaender/4.0/A79,"First. Number 5 of 250. Signed by the photographer, Michael Monfort."
burroughs-live-the-collected-1,Sylvere Lotringer,"Burroughs Live: The Collected Interviews of William S. Burroughs, 1960-1997",Los Angeles: Semiotext(e),2001,schottlaender/4.0/H7,First. Edited by Sylvere Lotringer.
burroughs-live-the-collected-2,Sylvere Lotringer,"Burroughs Live: The Collected Interviews of William S. Burroughs, 1960-1997",Los Angeles: Semiotext(e),2001,schottlaender/4.0/H7,First.  Edited by Sylvere Lotringer.
brion-gysin-tuning-in-to-the-m-1,"Brion Gysin, Jose F. Kuri",Brion Gysin Tuning in to the Multimedia Age,London: Thames & Hudson Ltd.,2003,,"First. Edited by Jose Ferez Kuri. Contains ""Port of Entry Here is space-time painting"" by Burroughs. First issue in wrappers."
william-burroughs-and-the-secr-1,Oliver Harris,WIlliam Burroughs and the Secret of Fascination,"Carbondale, Ill.: Southern Illinois University Press",2003,schottlaender/4.0/I28,First. Hardbound in dustjacket.
william-burroughs-literary-arc-1,Ken Lopez Bookseller,William Burroughs Literary Archive,"Hadley, MA: Ken Lopez Bookseller",2005,schottlaender/4.0/I4,First. An excellent description of and background to the sale of the Burroughs Archive to the New York Public Library.
the-yage-letters-redux-1,"William S. Burroughs, Allen Ginsberg, Oliver Harris",The Yage Letters Redux,San Francisco: City Lights Books,2006,schottlaender/4.0/A8e,Second printing.
the-lost-years-of-william-burr-1,Rob Johnson,The Lost Years of William Burroughs: Beats in South Texas,"College Station, TX: Texas A&M University Press",2006,schottlaender/4.0/H26,First. In wrappers.
le-temps-des-assassins-1,William S. Burroughs,Le Temps des Assassins,"Rouen, FR: Dérriere la Salle de Bains",2008,,First thus. Pamphlet. Reproduction of texts by Burroughs translated to French by Lucien Suel and originally published in La Collection du Starscrewer nos. 7 (January 1978) and 12 (2nd quarter 1979.)
everything-lost-the-latin-ame-1,William S. Burroughs,Everything Lost: The Latin American Notebook of WIlliam S. Burroughs,"Columbus, OH: Ohio State University Press",2008,schottlaender/4.0/A80,First.
and-the-hippos-were-boiled-in-1,"William S. Burroughs, Jack Kerouac",And The Hippos Were Boiled In Their Tanks,New York: Grove Press,2008,schottlaender/4.0/A81,First.
brion-gysin-dream-machine-1,Laura Hoptman,Brion Gysin: Dream Machine,London: Merrell,2010,,"First. A survey of Brion Gysin's art and influence, issued as part of the New Museum's Gysin exhibition in New York held in 2010. Includes a contribution by James Grauerholz titled ""Mr Burroughs Mr Gysin"" as well as a variant of his essay ""On Burroughs' Art"", originally included in Schottlaender B4 (here with title misspelled as ""On Burroughs's [sic] Art"".) Includes materials and instructions for the construction of a Dream Machine. Hardbound."
cut-ups-cut-ins-cut-outs-th-1,"Tim Head, C.A. Howe, Barry Miles, Jon Savage","Cut-ups, Cut-ins, Cut-outs: The Art of William S. Burroughs",Nürnberg: Verlag für moderne Kunst; Wien: Kunsthalle Wien,2012,schottlaender/4.0/B29,First.
rub-out-the-words-the-letters-1,William S. Burroughs,Rub Out The Words: The Letters of WIlliam S. Burroughs 1959-1974,New York: Ecco,2012,schottlaender/4.0/H14,First.
taking-shots-the-photography-1,"Patricia Allmer, John Sears",Taking Shots: The Photography of William S. Burroughs,"Munich, DE: Prestel Verlag",2014,schottlaender/4.0/B30,First. Edited by Patricia Allmer and John Sears. Produced for an exhibition of Burroughs' photographic work in 2014 at The Photographers' Gallery in London.
call-me-burroughs-a-life-1,Barry Miles,Call Me Burroughs: A Life,"New York, NY: Hachette Book Group",2014,schottlaender/4.0/H31,First. Barry Miles' biography of Burroughs.
william-s-burroughs-a-collect-1,Eric C. Shoaf,William S. Burroughs A Collector's Guide,"Providence, RI: Inkblot; distributed by Aftermath Books",2014,schottlaender/4.0/I11b,First thus. Softbound.
the-travel-agency-is-on-fire-1,William S. Burroughs,The Travel Agency Is on Fire,"New York: The Center for the Humanities, The Graduate Center, The City University of New York",2015,schottlaender/4.0/A82,"First. Alex Wermer-Colan, ed. (Lost and Found: The CUNY Poetics Document Initiative; Ser. 5, No. 2) Staplebound."
mentored-by-a-madman-the-will-1,A.J. Lees,Mentored By A Madman: The William Burroughs Experiment,"Honiton, Devon, UK: Notting Hill Editions Ltd.",2017,,Second. Hardbound without wrappers.
dinner-at-pat-s-a-conversation-1,V. Vale,Dinner at Pat's A Conversation With W.S. Burroughs,"San Francisco, CA: RE/Search Publications",2018,,"First. Signed by Vale, with two color photos (""WSB"" and ""WSB Room"", also signed by Vale) laid in."
the-finger-1,William S. Burroughs,The Finger,London: Penguin Books,2018,,"Penguin Modern #25, containing ""The Finger"", ""Driving Lesson"", ""The Junky's Christmas"", ""Lee and the Boys"", ""In the Café Central"", and ""Dream of the Penal Colony."" First thus. Softbound."
william-s-burroughs-the-rev-1,William S. Burroughs,"William S. Burroughs' ""The Revised Boy Scout Manual"": An Electronic Revolution","Columbus, OH: Ohio State University Press",2018,,Edited by Geoffrey D. Smith and John M. Bennett. Afterword by V. Vale. First. Softbound.
don-t-hide-the-madness-willia-1,"William S. Burroughs, Allen Ginsberg, Steven Taylor",Don't Hide the Madness: William S. Burroughs in Conversation with Allen Ginsberg,New York: Three Rooms Press,2018,,"Conversation between Burroughs and Ginsberg recorded on tape during March 1992, and transcribed by Steven Taylor. First. Hardbound without wrappers."
burroughs-and-friends-lost-in-1,V. Vale,Burroughs and Friends: Lost Interviews,"San Francisco, CA: RE/Search Publications",2019,,"RE/Search #17. Contains interviews with Burroughs, Brion Gysin, Diane di Prima, John Giorno, and Gerald V. Casale. First. Softbound."
burroughs-and-friends-lost-in-2,V. Vale,Burroughs and Friends: Lost Interviews,"San Francisco, CA: RE/Search Publications",2019,,"RE/Search #17. Contains interviews with Burroughs, Brion Gysin, Diane di Prima, John Giorno, and Gerald V. Casale. First. Softbound."
